c,r,A,orbit,valuations,min_orbit,primitive_period,essential
6487,10,16,"[77569,119597,182639,138601,211145,319961,483185,728021,1095275,411539]","[1,1,2,1,1,1,1,1,3,4]",77569,10,True
6487,10,16,"[78217,120569,184097,279389,422327,318367,240397,363839,274501,414995]","[1,1,1,1,2,2,1,2,1,4]",78217,10,True
6487,10,16,"[78281,120665,184241,279605,422651,159305,242201,366545,553061,832835]","[1,1,1,1,3,1,1,1,1,5]",78281,10,True
6487,10,16,"[78649,121217,185069,280847,212257,321629,485687,365887,276037,417299]","[1,1,1,2,1,1,2,2,1,4]",78649,10,True
6487,10,16,"[78857,121529,185537,281549,425567,320797,484439,364951,275335,208123]","[1,1,1,1,2,1,2,2,2,3]",78857,10,True
6487,10,16,"[79033,121793,185933,282143,213229,323087,243937,369149,556967,419347]","[1,1,1,2,1,2,1,1,2,4]",79033,10,True
6487,10,16,"[79081,121865,186041,282305,426701,643295,484093,729383,548659,103279]","[1,1,1,1,1,2,1,2,4,2]",79081,10,True
6487,10,16,"[79145,121961,186185,282521,427025,643781,968915,182077,276359,208891]","[1,1,1,1,1,1,4,1,2,3]",79145,10,True
6487,10,16,"[79241,122105,186401,282845,427511,322255,243313,368213,555563,209147]","[1,1,1,1,2,2,1,1,3,3]",79241,10,True
6487,10,16,"[79273,122153,186473,282953,427673,644753,970373,1458803,273931,103535]","[1,1,1,1,1,1,1,4,3,2]",79273,10,True
6487,10,16,"[79361,122285,186671,141625,215681,326765,493391,371665,560741,844355]","[1,1,2,1,1,1,2,1,1,5]",79361,10,True
6487,10,16,"[79369,122297,186689,283277,428159,322741,487355,183569,278597,421139]","[1,1,1,1,2,1,3,1,1,4]",79369,10,True
6487,10,16,"[79657,122729,187337,284249,429617,647669,974747,366341,552755,104047]","[1,1,1,1,1,1,3,1,4,2]",79657,10,True
6487,10,16,"[79673,122753,187373,284303,214849,325517,491519,370261,558635,210299]","[1,1,1,2,1,1,2,1,3,3]",79673,10,True
6487,10,16,"[79721,122825,187481,284465,429941,648155,243869,369047,278407,210427]","[1,1,1,1,1,3,1,2,2,3]",79721,10,True
6487,10,16,"[80105,123401,188345,285761,431885,651071,489925,738131,138805,211451]","[1,1,1,1,1,2,1,4,1,3]",80105,10,True
6487,10,16,"[80137,123449,188417,285869,432047,325657,491729,740837,1114499,104687]","[1,1,1,1,2,1,1,1,5,2]",80137,10,True
6487,10,16,"[80233,123593,188633,286193,432533,652043,245327,185617,281669,425747]","[1,1,1,1,1,3,2,1,1,4]",80233,10,True
6487,10,16,"[80329,123737,188849,286517,433019,163193,248033,375293,566183,426259]","[1,1,1,1,3,1,1,1,2,4]",80329,10,True
6487,10,16,"[80425,123881,189065,286841,433505,653501,983495,739243,278027,105071]","[1,1,1,1,1,1,2,3,3,2]",80425,10,True
6487,10,16,"[80441,123905,189101,286895,216793,328433,495893,747083,280967,212347]","[1,1,1,2,1,1,1,3,2,3]",80441,10,True
6487,10,16,"[80681,124265,189641,287705,434801,655445,986411,370715,139829,212987]","[1,1,1,1,1,1,3,3,1,3]",80681,10,True
6487,10,16,"[81385,125321,191225,290081,438365,660791,497215,374533,565043,106351]","[1,1,1,1,1,2,2,1,4,2]",81385,10,True
6487,10,16,"[81409,125357,191279,145081,220865,334541,505055,380413,573863,432019]","[1,1,2,1,1,1,2,1,2,4]",81409,10,True
6487,10,16,"[81665,125741,191855,145513,221513,335513,506513,763013,1147763,215611]","[1,1,2,1,1,1,1,1,4,3]",81665,10,True
6487,10,16,"[81673,125753,191873,291053,439823,331489,500477,753959,567091,106735]","[1,1,1,1,2,1,1,2,4,2]",81673,10,True
6487,10,16,"[82105,126401,192845,292511,221005,334751,252685,382271,288325,435731]","[1,1,1,2,1,2,1,2,1,4]",82105,10,True
6487,10,16,"[82153,126473,192953,292673,442253,666623,501589,755627,284171,107375]","[1,1,1,1,1,2,1,3,3,2]",82153,10,True
6487,10,16,"[82169,126497,192989,292727,221167,167497,254489,384977,580709,874307]","[1,1,1,2,2,1,1,1,1,5]",82169,10,True
6487,10,16,"[82177,126509,193007,146377,222809,337457,509429,767387,288581,436115]","[1,1,2,1,1,1,1,3,1,4]",82177,10,True
6487,10,16,"[82313,126713,193313,293213,443063,333919,252061,381335,287623,217339]","[1,1,1,1,2,2,1,2,2,3]",82313,10,True
6487,10,16,"[82409,126857,193529,293537,443549,668567,503047,378907,142901,217595]","[1,1,1,1,1,2,2,3,1,3]",82409,10,True
6487,10,16,"[82697,127289,194177,294509,445007,335377,506309,762707,143413,218363]","[1,1,1,1,2,1,1,4,1,3]",82697,10,True
6487,10,16,"[82729,127337,194249,294617,445169,670997,1009739,379463,286219,108143]","[1,1,1,1,1,1,3,2,3,2]",82729,10,True
6487,10,16,"[82817,127469,194447,147457,224429,339887,256537,388049,585317,881219]","[1,1,2,1,1,2,1,1,1,5]",82817,10,True
6487,10,16,"[82825,127481,194465,294941,445655,335863,253519,191761,290885,439571]","[1,1,1,1,2,2,2,1,1,4]",82825,10,True
6487,10,16,"[83129,127937,195149,295967,223597,338639,255601,386645,583211,219515]","[1,1,1,2,1,2,1,1,3,3]",83129,10,True
6487,10,16,"[83201,128045,195311,148105,225401,341345,515261,776135,583723,219707]","[1,1,2,1,1,1,1,2,3,3]",83201,10,True
6487,10,16,"[83245,128111,97705,149801,227945,345161,520985,784721,1180325,1773731]","[1,2,1,1,1,1,1,1,1,6]",83245,10,True
6487,10,16,"[83257,128129,195437,296399,223921,339125,511931,192785,292421,441875]","[1,1,1,2,1,1,3,1,1,4]",83257,10,True
6487,10,16,"[83401,128345,195761,296885,448571,169025,256781,388415,292933,442643]","[1,1,1,1,3,1,1,2,1,4]",83401,10,True
6487,10,16,"[83465,128441,195905,297101,448895,338293,510683,192317,291719,220411]","[1,1,1,1,2,1,3,1,2,3]",83465,10,True
6487,10,16,"[83977,129209,197057,298829,451487,340237,513599,386821,583475,109807]","[1,1,1,1,2,1,2,1,4,2]",83977,10,True
6487,10,16,"[84025,129281,197165,298991,225865,342041,516305,777701,1169795,109871]","[1,1,1,2,1,1,1,1,5,2]",84025,10,True
6487,10,16,"[84217,129569,197597,299639,226351,171385,260321,393725,593831,446995]","[1,1,1,2,2,1,1,1,2,4]",84217,10,True
6487,10,16,"[84269,129647,98857,151529,230537,349049,526817,793469,1193447,896707]","[1,2,1,1,1,1,1,1,2,5]",84269,10,True
6487,10,16,"[84329,129737,197849,300017,453269,683147,256991,194365,294791,222715]","[1,1,1,1,1,3,2,1,2,3]",84329,10,True
6487,10,16,"[84425,129881,198065,300341,453755,170969,259697,392789,592427,222971]","[1,1,1,1,3,1,1,1,3,3]",84425,10,True
6487,10,16,"[84457,129929,198137,300449,453917,684119,514711,387655,292363,110447]","[1,1,1,1,1,2,2,2,3,2]",84457,10,True
6487,10,16,"[84481,129965,198191,150265,228641,346205,522551,393535,296773,448403]","[1,1,2,1,1,1,2,2,1,4]",84481,10,True
6487,10,16,"[84745,130361,198785,301421,455375,343153,517973,780203,293387,110831]","[1,1,1,1,2,1,1,3,3,2]",84745,10,True
6487,10,16,"[84841,130505,199001,301745,455861,687035,258449,390917,589619,110959]","[1,1,1,1,1,3,1,1,4,2]",84841,10,True
6487,10,16,"[84865,130541,199055,150913,229613,347663,262369,396797,598439,450451]","[1,1,2,1,1,2,1,1,2,4]",84865,10,True
6487,10,16,"[85001,130745,199361,302285,456671,344125,519431,391195,147509,224507]","[1,1,1,1,2,1,2,3,1,3]",85001,10,True
6487,10,16,"[85289,131177,200009,303257,458129,690437,1038899,195199,148021,225275]","[1,1,1,1,1,1,4,2,1,3]",85289,10,True
6487,10,16,"[85417,131369,200297,303689,458777,691409,1040357,1563779,146807,111727]","[1,1,1,1,1,1,1,5,2,2]",85417,10,True
6487,10,16,"[85505,131501,200495,151993,231233,350093,528383,397909,600107,225851]","[1,1,2,1,1,1,2,1,3,3]",85505,10,True
6487,10,16,"[85561,131585,200621,304175,229753,347873,525053,790823,594739,111919]","[1,1,1,2,1,1,1,2,4,2]",85561,10,True
6487,10,16,"[85805,131951,100585,154121,234425,354881,535565,806591,606565,913091]","[1,2,1,1,1,1,1,2,1,5]",85805,10,True
6487,10,16,"[86201,132545,202061,306335,231373,350303,264349,399767,301447,227707]","[1,1,1,2,1,2,1,2,2,3]",86201,10,True
6487,10,16,"[86273,132653,202223,153289,233177,353009,532757,802379,301703,227899]","[1,1,2,1,1,1,1,3,2,3]",86273,10,True
6487,10,16,"[86317,132719,101161,154985,235721,356825,538481,810965,1219691,458195]","[1,2,1,1,1,1,1,1,3,4]",86317,10,True
6487,10,16,"[86569,133097,202889,307577,464609,700157,1053479,791731,148855,113263]","[1,1,1,1,1,1,2,4,2,2]",86569,10,True
6487,10,16,"[86585,133121,202925,307631,232345,351761,530885,799571,150325,228731]","[1,1,1,2,1,1,1,4,1,3]",86585,10,True
6487,10,16,"[86713,133313,203213,308063,232669,352247,265807,200977,304709,460307]","[1,1,1,2,1,2,2,1,1,4]",86713,10,True
6487,10,16,"[86921,133625,203681,308765,466391,351415,265183,200509,304007,229627]","[1,1,1,1,2,2,2,1,2,3]",86921,10,True
6487,10,16,"[87017,133769,203897,309089,466877,703559,529291,199295,151093,229883]","[1,1,1,1,1,2,3,2,1,3]",87017,10,True
6487,10,16,"[87049,133817,203969,309197,467039,351901,531095,399943,301579,113903]","[1,1,1,1,2,1,2,2,3,2]",87049,10,True
6487,10,16,"[87145,133961,204185,309521,467525,704531,132505,202001,306245,462611]","[1,1,1,1,1,4,1,1,1,4]",87145,10,True
6487,10,16,"[87289,134177,204509,310007,234127,177217,269069,406847,306757,463379]","[1,1,1,2,2,1,1,2,1,4]",87289,10,True
6487,10,16,"[87337,134249,204617,310169,468497,705989,1062227,199573,302603,114287]","[1,1,1,1,1,1,4,1,3,2]",87337,10,True
6487,10,16,"[87353,134273,204653,310223,234289,354677,535259,201533,305543,230779]","[1,1,1,2,1,1,3,1,2,3]",87353,10,True
6487,10,16,"[87433,134393,204833,310493,468983,353359,266641,403205,608051,114415]","[1,1,1,1,2,2,1,1,4,2]",87433,10,True
6487,10,16,"[87497,134489,204977,310709,469307,176801,268445,405911,306055,231163]","[1,1,1,1,3,1,1,2,2,3]",87497,10,True
6487,10,16,"[87853,135023,102889,157577,239609,362657,547229,824087,619687,466387]","[1,2,1,1,1,1,1,2,2,4]",87853,10,True
6487,10,16,"[87865,135041,205805,311951,235585,356621,538175,405253,611123,114991]","[1,1,1,2,1,1,2,1,4,2]",87865,10,True
6487,10,16,"[87913,135113,205913,312113,471413,710363,267197,404039,304651,115055]","[1,1,1,1,1,3,1,2,3,2]",87913,10,True
6487,10,16,"[87937,135149,205967,156097,237389,359327,271117,409919,309061,466835]","[1,1,2,1,1,2,1,2,1,4]",87937,10,True
6487,10,16,"[88001,135245,206111,156205,237551,179785,272921,412625,622181,936515]","[1,1,2,1,2,1,1,1,1,5]",88001,10,True
6487,10,16,"[88009,135257,206129,312437,471899,177773,269903,204049,309317,467219]","[1,1,1,1,3,1,2,1,1,4]",88009,10,True
6487,10,16,"[88109,135407,103177,158009,240257,363629,548687,413137,622949,937667]","[1,2,1,1,1,1,2,1,1,5]",88109,10,True
6487,10,16,"[88297,135689,206777,313409,473357,713279,536581,808115,151927,115567]","[1,1,1,1,1,2,1,4,2,2]",88297,10,True
6487,10,16,"[88313,135713,206813,313463,236719,179161,271985,411221,620075,233339]","[1,1,1,2,2,1,1,1,3,3]",88313,10,True
6487,10,16,"[88457,135929,207137,313949,474167,357247,269557,407579,153653,233723]","[1,1,1,1,2,2,1,3,1,3]",88457,10,True
6487,10,16,"[88577,136109,207407,157177,239009,361757,545879,411031,309895,234043]","[1,1,2,1,1,1,2,2,2,3]",88577,10,True
6487,10,16,"[88633,136193,207533,314543,237529,359537,542549,817067,307211,116015]","[1,1,1,2,1,1,1,3,3,2]",88633,10,True
6487,10,16,"[88873,136553,208073,315353,476273,717653,1079723,405707,152951,116335]","[1,1,1,1,1,1,3,3,2,2]",88873,10,True
6487,10,16,"[88889,136577,208109,315407,238177,360509,544007,409627,154421,234875]","[1,1,1,2,1,1,2,3,1,3]",88889,10,True
6487,10,16,"[88961,136685,208271,157825,239981,363215,274033,414293,624683,235067]","[1,1,2,1,1,2,1,1,3,3]",88961,10,True
6487,10,16,"[89065,136841,208505,316001,477245,719111,540955,203669,308747,116591]","[1,1,1,1,1,2,3,1,3,2]",89065,10,True
6487,10,16,"[89737,137849,210017,318269,480647,362107,136601,208145,315461,476435]","[1,1,1,1,2,3,1,1,1,4]",89737,10,True
6487,10,16,"[89857,138029,210287,159337,242249,366617,553169,832997,1252739,117647]","[1,1,2,1,1,1,1,1,5,2]",89857,10,True
6487,10,16,"[89945,138161,210485,318971,120425,183881,279065,421841,636005,957251]","[1,1,1,3,1,1,1,1,1,5]",89945,10,True
6487,10,16,"[90049,138317,210719,159661,242735,183673,278753,421373,635303,478099]","[1,1,2,1,2,1,1,1,2,4]",90049,10,True
6487,10,16,"[90157,138479,105481,161465,245441,371405,560351,421885,636071,478675]","[1,2,1,1,1,1,2,1,2,4]",90157,10,True
6487,10,16,"[90413,138863,105769,161897,246089,372377,561809,845957,1272179,238939]","[1,2,1,1,1,1,1,1,4,3]",90413,10,True
6487,10,16,"[90473,138953,211673,320753,484373,729803,274487,207487,157237,239099]","[1,1,1,1,1,3,2,2,1,3]",90473,10,True
6487,10,16,"[90505,139001,211745,320861,484535,365023,275389,416327,313867,118511]","[1,1,1,1,2,2,1,2,3,2]",90505,10,True
6487,10,16,"[90601,139145,211961,321185,485021,730775,549703,413899,156023,118639]","[1,1,1,1,1,2,2,3,2,2]",90601,10,True
6487,10,16,"[90809,139457,212429,321887,243037,367799,277471,209725,317831,239995]","[1,1,1,2,1,2,2,1,2,3]",90809,10,True
6487,10,16,"[90889,139577,212609,322157,486479,366481,552965,832691,156535,119023]","[1,1,1,1,2,1,1,4,2,2]",90889,10,True
6487,10,16,"[90925,139631,106345,162761,247385,374321,564725,850331,319685,482771]","[1,2,1,1,1,1,1,3,1,4]",90925,10,True
6487,10,16,"[90937,139649,212717,322319,243361,368285,555671,418375,315403,119087]","[1,1,1,2,1,1,2,2,3,2]",90937,10,True
6487,10,16,"[91241,140105,213401,323345,488261,735635,138337,210749,319367,241147]","[1,1,1,1,1,4,1,1,2,3]",91241,10,True
6487,10,16,"[91321,140225,213581,323615,244333,369743,278929,421637,635699,119599]","[1,1,1,2,1,2,1,1,4,2]",91321,10,True
6487,10,16,"[91385,140321,213725,323831,244495,184993,280733,424343,319879,241531]","[1,1,1,2,2,1,1,2,2,3]",91385,10,True
6487,10,16,"[91393,140333,213743,161929,246137,372449,561917,846119,636211,119695]","[1,1,2,1,1,1,1,2,4,2]",91393,10,True
6487,10,16,"[91565,140591,107065,163841,249005,376751,284185,429521,647525,974531]","[1,2,1,1,1,2,1,1,1,5]",91565,10,True
6487,10,16,"[91657,140729,214337,324749,490367,369397,557339,209813,317963,120047]","[1,1,1,1,2,1,3,1,3,2]",91657,10,True
6487,10,16,"[91993,141233,215093,325883,123017,187769,284897,430589,649127,488467]","[1,1,1,3,1,1,1,1,2,4]",91993,10,True
6487,10,16,"[92033,141293,215183,163009,247757,374879,282781,427415,322183,243259]","[1,1,2,1,1,2,1,2,2,3]",92033,10,True
6487,10,16,"[92345,141761,215885,327071,246925,373631,281845,426011,160565,244091]","[1,1,1,2,1,2,1,3,1,3]",92345,10,True
6487,10,16,"[92545,142061,216335,163873,249053,376823,284239,214801,325445,491411]","[1,1,2,1,1,2,2,1,1,4]",92545,10,True
6487,10,16,"[92617,142169,216497,327989,495227,186521,283025,427781,644915,121327]","[1,1,1,1,3,1,1,1,4,2]",92617,10,True
6487,10,16,"[93065,142841,217505,329501,497495,374743,282679,213631,161845,246011]","[1,1,1,1,2,2,2,2,1,3]",93065,10,True
6487,10,16,"[93121,142925,217631,164845,250511,189505,287501,434495,327493,494483]","[1,1,2,1,2,1,1,2,1,4]",93121,10,True
6487,10,16,"[93185,143021,217775,164953,250673,379253,572123,215357,326279,246331]","[1,1,2,1,1,1,3,1,2,3]",93185,10,True
6487,10,16,"[93193,143033,217793,329933,498143,375229,566087,426187,160631,122095]","[1,1,1,1,2,1,2,3,2,2]",93193,10,True
6487,10,16,"[93229,143087,108937,166649,253217,383069,577847,435007,327877,495059]","[1,2,1,1,1,1,2,2,1,4]",93229,10,True
6487,10,16,"[93481,143465,218441,330905,499601,752645,1132211,212695,161143,122479]","[1,1,1,1,1,1,4,2,2,2]",93481,10,True
6487,10,16,"[93497,143489,218477,330959,249841,378005,570251,214655,162613,247163]","[1,1,1,2,1,1,3,2,1,3]",93497,10,True
6487,10,16,"[93625,143681,218765,331391,250165,378491,142745,217361,329285,497171]","[1,1,1,2,1,3,1,1,1,4]",93625,10,True
6487,10,16,"[93641,143705,218801,331445,500411,188465,285941,432155,162869,247547]","[1,1,1,1,3,1,1,3,1,3]",93641,10,True
6487,10,16,"[93697,143789,218927,165817,251969,381197,575039,432901,652595,122767]","[1,1,2,1,1,1,2,1,4,2]",93697,10,True
6487,10,16,"[93833,143993,219233,332093,501383,377659,142433,216893,328583,248059]","[1,1,1,1,2,3,1,1,2,3]",93833,10,True
6487,10,16,"[94057,144329,219737,332849,502517,757019,284693,430283,162167,123247]","[1,1,1,1,1,3,1,3,2,2]",94057,10,True
6487,10,16,"[94145,144461,219935,166573,253103,191449,290417,438869,661547,248891]","[1,1,2,1,2,1,1,1,3,3]",94145,10,True
6487,10,16,"[94253,144623,110089,168377,255809,386957,583679,439381,662315,249179]","[1,2,1,1,1,1,2,1,3,3]",94253,10,True
6487,10,16,"[94465,144941,220655,167113,253913,384113,579413,872363,327947,123791]","[1,1,2,1,1,1,1,3,3,2]",94465,10,True
6487,10,16,"[94505,145001,220745,334361,504785,760421,1143875,107441,164405,249851]","[1,1,1,1,1,1,5,1,1,3]",94505,10,True
6487,10,16,"[94721,145325,221231,167545,254561,385085,580871,437275,164789,250427]","[1,1,2,1,1,1,2,3,1,3]",94721,10,True
6487,10,16,"[94777,145409,221357,335279,253081,382865,577541,869555,163447,124207]","[1,1,1,2,1,1,1,4,2,2]",94777,10,True
6487,10,16,"[94921,145625,221681,335765,506891,190895,144793,220433,333893,504083]","[1,1,1,1,3,2,1,1,1,4]",94921,10,True
6487,10,16,"[95021,145775,110953,169673,257753,389873,588053,885323,332807,251227]","[1,2,1,1,1,1,1,3,2,3]",95021,10,True
6487,10,16,"[95065,145841,222005,336251,126905,193601,293645,443711,334405,504851]","[1,1,1,3,1,1,1,2,1,4]",95065,10,True
6487,10,16,"[95113,145913,222113,336413,507863,382519,288511,218005,330251,124655]","[1,1,1,1,2,2,2,1,3,2]",95113,10,True
6487,10,16,"[95209,146057,222329,336737,508349,765767,575947,216791,164215,124783]","[1,1,1,1,1,2,3,2,2,2]",95209,10,True
6487,10,16,"[95545,146561,223085,337871,255025,385781,581915,219029,331787,125231]","[1,1,1,2,1,1,3,1,3,2]",95545,10,True
6487,10,16,"[95689,146777,223409,338357,510779,192353,291773,440903,332299,125423]","[1,1,1,1,3,1,1,2,3,2]",95689,10,True
6487,10,16,"[95777,146909,223607,169327,128617,196169,297497,449489,677477,1019459]","[1,1,2,2,1,1,1,1,1,5]",95777,10,True
6487,10,16,"[95993,147233,224093,339383,256159,193741,293855,222013,336263,253819]","[1,1,1,2,2,1,2,1,2,3]",95993,10,True
6487,10,16,"[96089,147377,224309,339707,128201,195545,296561,448085,675371,254075]","[1,1,1,3,1,1,1,1,3,3]",96089,10,True
6487,10,16,"[96233,147593,224633,340193,513533,773543,581779,109489,167477,254459]","[1,1,1,1,1,2,4,1,1,3]",96233,10,True
6487,10,16,"[96505,148001,225245,341111,257455,194713,295313,446213,672563,126511]","[1,1,1,2,2,1,1,1,4,2]",96505,10,True
6487,10,16,"[96641,148205,225551,170785,259421,392375,295903,223549,338567,255547]","[1,1,2,1,1,2,2,1,2,3]",96641,10,True
6487,10,16,"[96649,148217,225569,341597,515639,388351,292885,442571,166775,126703]","[1,1,1,1,2,2,1,3,2,2]",96649,10,True
6487,10,16,"[96685,148271,112825,172481,261965,396191,298765,451391,340165,513491]","[1,2,1,1,1,2,1,2,1,4]",96685,10,True
6487,10,16,"[96749,148367,112897,172589,262127,198217,300569,454097,684389,1029827]","[1,2,1,1,2,1,1,1,1,5]",96749,10,True
6487,10,16,"[96769,148397,225839,171001,259745,392861,592535,446023,336139,126863]","[1,1,2,1,1,1,2,2,3,2]",96769,10,True
6487,10,16,"[96953,148673,226253,342623,258589,391127,294967,222847,168757,256379]","[1,1,1,2,1,2,2,2,1,3]",96953,10,True
6487,10,16,"[97081,148865,226541,343055,258913,391613,590663,444619,167543,127279]","[1,1,1,2,1,1,2,3,2,2]",97081,10,True
6487,10,16,"[97153,148973,226703,171649,260717,394319,297361,449285,677171,127375]","[1,1,2,1,1,2,1,1,4,2]",97153,10,True
6487,10,16,"[97217,149069,226847,171757,260879,197281,299165,451991,340615,257083]","[1,1,2,1,2,1,1,2,2,3]",97217,10,True
6487,10,16,"[97325,149231,113545,173561,263585,398621,601175,452503,340999,257371]","[1,2,1,1,1,1,2,2,2,3]",97325,10,True
6487,10,16,"[97385,149321,227225,344081,519365,782291,147085,223871,169525,257531]","[1,1,1,1,1,4,1,2,1,3]",97385,10,True
6487,10,16,"[97529,149537,227549,344567,260047,196657,298229,450587,169781,257915]","[1,1,1,2,2,1,1,3,1,3]",97529,10,True
6487,10,16,"[97709,149807,113977,174209,264557,400079,301681,455765,686891,258395]","[1,2,1,1,1,2,1,1,3,3]",97709,10,True
6487,10,16,"[97729,149837,227999,172621,262175,198253,300623,227089,343877,519059]","[1,1,2,1,2,1,2,1,1,4]",97729,10,True
6487,10,16,"[97801,149945,228161,345485,521471,392725,592331,222935,168823,128239]","[1,1,1,1,2,1,3,2,2,2]",97801,10,True
6487,10,16,"[97837,149999,114121,174425,264881,400565,604091,227345,344261,519635]","[1,2,1,1,1,1,3,1,1,4]",97837,10,True
6487,10,16,"[98177,150509,229007,173377,263309,398207,300277,453659,170933,259643]","[1,1,2,1,1,2,1,3,1,3]",98177,10,True
6487,10,16,"[98249,150617,229169,346997,523739,197213,299063,225919,171061,259835]","[1,1,1,1,3,1,2,2,1,3]",98249,10,True
6487,10,16,"[98665,151241,230105,348401,525845,792011,297815,224983,170359,129391]","[1,1,1,1,1,3,2,2,2,2]",98665,10,True
6487,10,16,"[98797,151439,115201,176045,267311,202105,306401,462845,697511,524755]","[1,2,1,1,2,1,1,1,2,4]",98797,10,True
6487,10,16,"[98809,151457,230429,348887,263287,199087,150937,229649,347717,524819]","[1,1,1,2,2,2,1,1,1,4]",98809,10,True
6487,10,16,"[98825,151481,230465,348941,526655,396613,598163,112561,172085,261371]","[1,1,1,1,2,1,4,1,1,3]",98825,10,True
6487,10,16,"[99001,151745,230861,349535,263773,398903,300799,227221,344075,129839]","[1,1,1,2,1,2,2,1,3,2]",99001,10,True
6487,10,16,"[99017,151769,230897,349589,527627,198671,150625,229181,347015,261883]","[1,1,1,1,3,2,1,1,2,3]",99017,10,True
6487,10,16,"[99161,151985,231221,350075,132089,201377,305309,461207,347527,262267]","[1,1,1,3,1,1,1,2,2,3]",99161,10,True
6487,10,16,"[99329,152237,231599,175321,266225,402581,607115,228479,172981,262715]","[1,1,2,1,1,1,3,2,1,3]",99329,10,True
6487,10,16,"[99433,152393,231833,350993,529733,797843,150001,228245,345611,130415]","[1,1,1,1,1,4,1,1,3,2]",99433,10,True
6487,10,16,"[99457,152429,231887,175537,266549,403067,151961,231185,350021,528275]","[1,1,2,1,1,3,1,1,1,4]",99457,10,True
6487,10,16,"[99577,152609,232157,351479,265231,200545,304061,459335,346123,130607]","[1,1,1,2,2,1,1,2,3,2]",99577,10,True
6487,10,16,"[99673,152753,232373,351803,132737,202349,306767,231697,350789,529427]","[1,1,1,3,1,1,2,1,1,4]",99673,10,True
6487,10,16,"[99689,152777,232409,351857,531029,799787,300731,113585,173621,263675]","[1,1,1,1,1,3,3,1,1,3]",99689,10,True
6487,10,16,"[99977,153209,233057,352829,532487,400987,151181,230015,174133,264443]","[1,1,1,1,2,3,1,2,1,3]",99977,10,True
6487,10,16,"[100141,153455,116713,178313,270713,409313,617213,929063,698419,131359]","[1,2,1,1,1,1,1,2,4,2]",100141,10,True
6487,10,16,"[100225,153581,233615,176833,268493,405983,306109,462407,348427,131471]","[1,1,2,1,1,2,1,2,3,2]",100225,10,True
6487,10,16,"[100297,153689,233777,353909,534107,201101,304895,230293,348683,131567]","[1,1,1,1,3,1,2,1,3,2]",100297,10,True
6487,10,16,"[100537,154049,234317,354719,267661,404735,305173,461003,173687,131887]","[1,1,1,2,1,2,1,3,2,2]",100537,10,True
6487,10,16,"[100609,154157,234479,177481,269465,407441,614405,924851,173815,131983]","[1,1,2,1,1,1,1,4,2,2]",100609,10,True
6487,10,16,"[100781,154415,117433,179393,272333,411743,310429,468887,353287,266587]","[1,2,1,1,1,2,1,2,2,3]",100781,10,True
6487,10,16,"[100897,154589,235127,177967,135097,205889,312077,471359,355141,535955]","[1,1,2,2,1,1,1,2,1,4]",100897,10,True
6487,10,16,"[101165,154991,117865,180041,273305,413201,623045,937811,176245,267611]","[1,2,1,1,1,1,1,4,1,3]",101165,10,True
6487,10,16,"[101293,155183,118009,180257,273629,413687,311887,235537,356549,538067]","[1,2,1,1,1,2,2,1,1,4]",101293,10,True
6487,10,16,"[101377,155309,236207,178777,271409,410357,618779,232853,352523,133007]","[1,1,2,1,1,1,3,1,3,2]",101377,10,True
6487,10,16,"[101689,155777,236909,358607,270577,409109,616907,232151,175735,133423]","[1,1,1,2,1,1,3,2,2,2]",101689,10,True
6487,10,16,"[101825,155981,237215,179533,272543,206029,312287,235837,356999,269371]","[1,1,2,1,2,1,2,1,2,3]",101825,10,True
6487,10,16,"[101833,155993,237233,359093,541883,204017,309269,467147,175991,133615]","[1,1,1,1,3,1,1,3,2,2]",101833,10,True
6487,10,16,"[101869,156047,118657,181229,275087,207937,315149,475967,358597,541139]","[1,2,1,1,2,1,1,2,1,4]",101869,10,True
6487,10,16,"[101921,156125,237431,179695,136393,207833,314993,475733,716843,269627]","[1,1,2,2,1,1,1,1,3,3]",101921,10,True
6487,10,16,"[102025,156281,237665,359741,542855,408763,154097,234389,354827,133871]","[1,1,1,1,2,3,1,1,3,2]",102025,10,True
6487,10,16,"[102137,156449,237917,360119,271711,205405,311351,235135,177973,270203]","[1,1,1,2,2,1,2,2,1,3]",102137,10,True
6487,10,16,"[102281,156665,238241,360605,544151,409735,308923,116657,178229,270587]","[1,1,1,1,2,2,3,1,1,3]",102281,10,True
6487,10,16,"[102337,156749,238367,180397,273839,207001,313745,473861,714035,134287]","[1,1,2,1,2,1,1,1,4,2]",102337,10,True
6487,10,16,"[102445,156911,119305,182201,276545,418061,630335,474373,714803,134431]","[1,2,1,1,1,1,2,1,4,2]",102445,10,True
6487,10,16,"[102697,157289,239177,362009,546257,822629,1237187,116189,177527,134767]","[1,1,1,1,1,1,5,1,2,2]",102697,10,True
6487,10,16,"[102785,157421,239375,181153,274973,415703,313399,236671,179125,271931]","[1,1,2,1,1,2,2,2,1,3]",102785,10,True
6487,10,16,"[102893,157583,119809,182957,277679,209881,318065,480341,723755,272219]","[1,2,1,1,2,1,1,1,3,3]",102893,10,True
6487,10,16,"[102905,157601,239645,362711,273655,206863,156769,238397,360839,272251]","[1,1,1,2,2,2,1,1,2,3]",102905,10,True
6487,10,16,"[102913,157613,239663,181369,275297,416189,627527,472267,177911,135055]","[1,1,2,1,1,1,2,3,2,2]",102913,10,True
6487,10,16,"[103213,158063,120169,183497,278489,420977,634709,955307,359051,135455]","[1,2,1,1,1,1,1,3,3,2]",103213,10,True
